 rpt_as_rev ,Date,Country,Code,#Ra,days
18650575200,3/9/2022,Mexico,T6,2792,10
4643758704,3/9/2022,Mexico,T6,1035,5
3394380000,3/9/2022,Mexico,T6,1065,8
68186675736,3/9/2022,Mexico,T6,2376,6
5696139936,3/9/2022,CANADA,T6,1145,10
2794377048,3/9/2022,CANADA,T6,688,14
1728912024,3/9/2022,CANADA,T6,1104,3
2406306840,3/9/2022,CANADA,T6,990,2
16340792184,3/9/2022,CANADA,T6,2563,11
1554255744,3/9/2022,CANADA,T6,2260,7
8228100552,3/9/2022,CANADA,T6,2999,12
12563772984,3/9/2022,CANADA,T6,371,7
6440434896,3/9/2022,CANADA,T6,1197,2
233286480,3/9/2022,CANADA,T6,2679,1
15506515296,3/9/2022,CANADA,T6,90,7
9794205768,3/9/2022,CANADA,T8,2115,8
2557264176,3/9/2022,CANADA,T8,497,3
3897241968,3/10/2022,USA,T1,786,9
7459489488,3/10/2022,USA,T1,2934,5
1000786656,3/10/2022,USA,T1,2480,8
993627600,3/10/2022,USA,T1,2175,3
243965076048,3/10/2022,USA,T1,873,11
24181069392,3/10/2022,USA,T1,113,3
1418974272,3/10/2022,USA,T1,1476,13
11249592480,3/10/2022,USA,T1,1376,7
5635041096,3/10/2022,USA,T1,1940,8
1367009400,3/10/2022,USA,T1,2962,3
8247109080,3/10/2022,USA,T1,2074,1
369802272,3/10/2022,USA,t2,2168,2
5895729480,3/10/2022,USA,t2,571,15
4049063328,3/10/2022,USA,t2,2281,1
14440062816,3/10/2022,USA,t2,760,6
7246075560,3/10/2022,USA,t2,2303,3
137256384,3/10/2022,USA,t2,533,11
54859228968,3/10/2022,ASIA,T3,2694,7
1932945120,3/10/2022,ASIA,T3,239,8
11384133360,3/10/2022,ASIA,T4,1475,5
13653307248,3/10/2022,Europe,T5,79,10
2347800072,3/10/2022,Europe,T5,2025,10
3511023240,3/10/2022,Europe,T5,292,14
20564882088,3/10/2022,Europe,T5,2930,7
6769628040,3/10/2022,Europe,T5,2433,6
3121101552,3/10/2022,Europe,T5,2118,5
3972535488,3/10/2022,Europe,T5,1996,13
4275437616,3/10/2022,Europe,T5,1195,1
20436389376,3/10/2022,Europe,T5,1990,15
9221481288,3/10/2022,Europe,T5,2616,1
64488653016,3/10/2022,Europe,T5,2338,14
15834844416,3/10/2022,Mexico,T5,1367,3
61231899696,3/10/2022,Mexico,T5,1225,9
551370744,3/10/2022,Mexico,T6,369,4
14325764784,3/10/2022,Mexico,T6,117,12
2217579312,3/10/2022,Mexico,T6,2974,13
7954451808,3/10/2022,Mexico,T6,338,11
1533889464,3/10/2022,Mexico,T6,927,15
16158112824,3/10/2022,Mexico,T6,670,4
7785720264,3/10/2022,Mexico,T6,1830,1
8571364944,3/10/2022,Mexico,T6,111,12
17914673616,3/10/2022,Mexico,T6,2091,5
17501052984,3/10/2022,Mexico,T6,2251,15
2756113128,3/10/2022,Mexico,T6,825,15
6071620080,3/10/2022,Mexico,T6,1964,10
66400244400,3/10/2022,Mexico,T6,2480,15
6730623528,3/10/2022,CANADA,T6,2540,1
8328821064,3/10/2022,CANADA,T6,2391,13
1929489024,3/10/2022,CANADA,T6,1506,5
2740560696,3/10/2022,CANADA,T6,2982,6
24887964456,3/10/2022,CANADA,T6,1290,13
2520234576,3/10/2022,CANADA,T6,2107,11
4750157088,3/10/2022,CANADA,T6,2624,6
6742102704,3/10/2022,CANADA,T6,1522,14
2119944600,3/10/2022,CANADA,T6,2682,3
4184961960,3/10/2022,CANADA,T6,116,11
8542975584,3/10/2022,CANADA,T6,1531,4
11113693848,3/10/2022,CANADA,T8,2815,12
5783406360,3/10/2022,CANADA,T8,684,1
4205698536,3/11/2022,USA,T1,890,4
2476169352,3/11/2022,USA,T1,1755,1
1462545768,3/11/2022,USA,T1,1680,2
3995864136,3/11/2022,USA,T1,826,11
234460812048,3/11/2022,USA,T1,1326,2
19667531448,3/11/2022,USA,T1,690,11
1111381728,3/11/2022,USA,T1,116,11
6760370640,3/11/2022,USA,T1,2967,15
17798524104,3/11/2022,USA,T1,2948,9
3691851120,3/11/2022,USA,T1,577,11
17674968672,3/11/2022,USA,T1,736,9
2025765984,3/11/2022,USA,t2,2874,7
6654095688,3/11/2022,USA,t2,1410,5
4998996000,3/11/2022,USA,t2,1236,6
3762330792,3/11/2022,USA,t2,2114,6
11721349584,3/11/2022,USA,t2,974,11
4544395944,3/11/2022,USA,t2,1823,6
58255583880,3/11/2022,ASIA,T3,2674,3
7765724280,3/11/2022,ASIA,T3,1232,5
19976728608,3/11/2022,ASIA,T4,2875,13
11619765048,3/11/2022,Europe,T5,1461,6
9289739184,3/11/2022,Europe,T5,715,10
18603177312,3/11/2022,Europe,T5,1527,6
23777570184,3/11/2022,Europe,T5,50,14
1298751504,3/11/2022,Europe,T5,2069,8
4152252480,3/11/2022,Europe,T5,2574,10
11812195536,3/11/2022,Europe,T5,1587,12
3394626864,3/11/2022,Europe,T5,1975,2
38802206952,3/11/2022,Europe,T5,1955,8
15225213768,3/11/2022,Europe,T5,714,9
99720342504,3/11/2022,Europe,T5,717,13
35628153072,3/11/2022,Mexico,T5,2776,3
109082783136,3/11/2022,Mexico,T5,1539,3
10826591016,3/11/2022,Mexico,T6,143,12
7634022336,3/11/2022,Mexico,T6,1003,5
3183064416,3/11/2022,Mexico,T6,1618,10
11584463496,3/11/2022,Mexico,T6,2301,6
151944792,3/11/2022,Mexico,T6,177,3
16393991376,3/11/2022,Mexico,T6,2134,7
10485301536,3/11/2022,Mexico,T6,664,6
12149411760,3/11/2022,Mexico,T6,1146,8
29941023672,3/11/2022,Mexico,T6,2306,14
30327982992,3/11/2022,Mexico,T6,867,10
8531496408,3/11/2022,Mexico,T6,329,9
2392112160,3/11/2022,Mexico,T6,2332,12
57941326008,3/11/2022,Mexico,T6,1036,4
12402077064,3/11/2022,CANADA,T6,768,10
17391692232,3/11/2022,CANADA,T6,1444,7
3581996640,3/11/2022,CANADA,T6,1756,7
2983721736,3/11/2022,CANADA,T6,2449,4
49151486424,3/11/2022,CANADA,T6,2376,12
6091616064,3/11/2022,CANADA,T6,2494,7
8020611360,3/11/2022,CANADA,T6,1234,5
11070245784,3/11/2022,CANADA,T6,1705,14
8975357880,3/11/2022,CANADA,T6,874,12
14945393424,3/11/2022,CANADA,T6,2012,4
19867738152,3/11/2022,CANADA,T8,275,9
2435066496,3/11/2022,CANADA,T8,993,8
1007822280,3/12/2022,USA,T1,151,14
3844166208,3/12/2022,USA,T1,187,14
10611819336,3/12/2022,USA,T1,2499,9
4456388928,3/12/2022,USA,T1,2646,1
364019729664,3/12/2022,USA,T1,2083,6
17938249128,3/12/2022,USA,T1,2569,2
1676576856,3/12/2022,USA,T1,691,11
12774841704,3/12/2022,USA,T1,1503,15
11661361632,3/12/2022,USA,T1,622,3
3311803992,3/12/2022,USA,T1,2876,9
12460830696,3/12/2022,USA,T1,1571,6
5720826336,3/12/2022,USA,t2,2803,6
1762238664,3/12/2022,USA,t2,1718,6
1193834304,3/12/2022,USA,t2,511,7
14108277600,3/12/2022,USA,t2,1626,9
5656394832,3/12/2022,USA,t2,2298,13
1456497600,3/12/2022,USA,t2,631,9
127258392,3/12/2022,USA,t2,2129,13
70231943976,3/12/2022,ASIA,T3,208,8
7527253656,3/12/2022,ASIA,T3,1649,12
13602823560,3/12/2022,ASIA,T4,1582,7
14389455696,3/12/2022,Europe,T5,773,4
39009202416,3/12/2022,Europe,T5,426,10
19599767280,3/12/2022,Europe,T5,1756,14
28123240608,3/12/2022,Europe,T5,920,9
13908194328,3/12/2022,Europe,T5,756,13
3709625328,3/12/2022,Europe,T5,674,3
11568170472,3/12/2022,Europe,T5,372,3
10884604056,3/12/2022,Europe,T5,1668,1
30621257424,3/12/2022,Europe,T5,2760,6
13855118568,3/12/2022,Europe,T5,2972,8
92103106920,3/12/2022,Europe,T5,1774,11
14819492784,3/12/2022,Mexico,T5,1065,11
51140716536,3/12/2022,Mexico,T5,1231,7
7486397664,3/12/2022,Mexico,T6,848,4
11969201040,3/12/2022,Mexico,T6,341,14
3746161200,3/12/2022,Mexico,T6,1196,7
10540722504,3/12/2022,Mexico,T6,898,6
2560843704,3/12/2022,Mexico,T6,2809,5
126641232,3/12/2022,Mexico,T6,1544,9
15831758616,3/12/2022,Mexico,T6,2216,7
17741745384,3/12/2022,Mexico,T6,671,3
14018295672,3/12/2022,Mexico,T6,2121,3
40870063248,3/12/2022,Mexico,T6,162,5
26068838400,3/12/2022,Mexico,T6,509,9
7108325448,3/12/2022,Mexico,T6,2063,13
2366932032,3/12/2022,Mexico,T6,621,4
153882304104,3/12/2022,Mexico,T6,559,8
5921650200,3/12/2022,CANADA,T6,594,15
11663459976,3/12/2022,CANADA,T6,1406,7
2273247144,3/12/2022,CANADA,T6,268,14
1596222624,3/12/2022,CANADA,T6,1198,15
26307309024,3/12/2022,CANADA,T6,2285,12
1590421320,3/12/2022,CANADA,T6,1233,2
8566180800,3/12/2022,CANADA,T6,2575,3
13469146704,3/12/2022,CANADA,T6,518,14
3904154160,3/12/2022,CANADA,T6,2030,7
1001156952,3/12/2022,CANADA,T6,681,8
10675386816,3/12/2022,CANADA,T6,2712,5
15414188160,3/12/2022,CANADA,T8,2361,12
3467081448,3/12/2022,CANADA,T8,2410,2
4765832952,3/13/2022,USA,T1,1932,4
8529768360,3/13/2022,USA,T1,1438,15
3750604752,3/13/2022,USA,T1,2516,5
2080816656,3/13/2022,USA,T1,1966,12
357030022368,3/13/2022,USA,T1,2301,7
29641207344,3/13/2022,USA,T1,1258,2
4282596672,3/13/2022,USA,T1,2782,8
18390010248,3/13/2022,USA,T1,2573,15
11534350104,3/13/2022,USA,T1,523,10
500146464,3/13/2022,USA,T1,319,14
13130449296,3/13/2022,USA,T1,2851,14
1189390752,3/13/2022,USA,t2,2439,11
1399842312,3/13/2022,USA,t2,310,6
2776602840,3/13/2022,USA,t2,112,8
6001881000,3/13/2022,USA,t2,2423,7
10510728528,3/13/2022,USA,t2,2178,4
3018159264,3/13/2022,USA,t2,2946,6
114627348576,3/13/2022,ASIA,T3,1748,5
3972412056,3/13/2022,ASIA,T3,411,13
17121993312,3/13/2022,ASIA,T4,239,2
18632924424,3/13/2022,Europe,T5,1375,6
9686943360,3/13/2022,Europe,T5,841,14
11912669184,3/13/2022,Europe,T5,1367,3
19462757760,3/13/2022,Europe,T5,451,4
16249699368,3/13/2022,Europe,T5,348,4
1089781128,3/13/2022,Europe,T5,2610,1
3208738272,3/13/2022,Europe,T5,2854,1
8422876248,3/13/2022,Europe,T5,1511,1
51082333200,3/13/2022,Europe,T5,1133,13
4794962904,3/13/2022,Europe,T5,944,4
121103331888,3/13/2022,Europe,T5,2716,3
24039739752,3/13/2022,Mexico,T5,1768,8
57227395320,3/13/2022,Mexico,T5,1169,12
1932081096,3/13/2022,Mexico,T6,895,13
10948171536,3/13/2022,Mexico,T6,1236,10
1104469536,3/13/2022,Mexico,T6,1386,14
16136759088,3/13/2022,Mexico,T6,743,15
1381450944,3/13/2022,Mexico,T6,381,13
25564865544,3/13/2022,Mexico,T6,1977,7
11377838328,3/13/2022,Mexico,T6,2537,5
9396878160,3/13/2022,Mexico,T6,56,8
35748993000,3/13/2022,Mexico,T6,2473,8
26770302456,3/13/2022,Mexico,T6,2027,1
3601992624,3/13/2022,Mexico,T6,1995,11
4964311608,3/13/2022,Mexico,T6,224,6
83339064624,3/13/2022,Mexico,T6,2845,11
8117752344,3/13/2022,CANADA,T6,2841,3
3597549072,3/13/2022,CANADA,T6,1210,12
1647940632,3/13/2022,CANADA,T6,1239,5
825142920,3/13/2022,CANADA,T6,67,12
34089449760,3/13/2022,CANADA,T6,1886,8
1469334528,3/13/2022,CANADA,T6,1357,13
4844952864,3/13/2022,CANADA,T6,2160,8
8750217912,3/13/2022,CANADA,T6,717,2
6725686248,3/13/2022,CANADA,T6,94,14
1501673712,3/13/2022,CANADA,T6,2020,10
12963816096,3/13/2022,CANADA,T6,2578,12
4503293088,3/13/2022,CANADA,T8,1707,14
7798310328,3/13/2022,CANADA,T8,59,15
18636627384,3/14/2022,USA,T1,1381,2
1682995320,3/14/2022,USA,T1,2318,2
4058073864,3/14/2022,USA,T1,1237,5
3065680584,3/14/2022,USA,T1,963,15
357068162856,3/14/2022,USA,T1,1800,15
11110484616,3/14/2022,USA,T1,1606,9
2335456872,3/14/2022,USA,T1,1430,4
15201267960,3/14/2022,USA,T1,864,10
5913873984,3/14/2022,USA,T1,619,10
159350712,3/14/2022,USA,T1,1140,6
8434725720,3/14/2022,USA,T1,1665,7
3878356872,3/14/2022,USA,t2,1504,2
1258636104,3/14/2022,USA,t2,1173,6
475583496,3/14/2022,USA,t2,1616,5
5192043648,3/14/2022,USA,t2,937,10
14399330256,3/14/2022,USA,t2,914,12
5241786744,3/14/2022,USA,t2,2283,8
768981360,3/14/2022,USA,t2,1406,10
119375407320,3/14/2022,ASIA,T3,2219,15
10687606584,3/14/2022,ASIA,T3,1041,4
20427749136,3/14/2022,ASIA,T4,228,12
7477633992,3/14/2022,Europe,T5,2861,12
3664078920,3/14/2022,Europe,T5,1549,10
17397616968,3/14/2022,Europe,T5,1109,3
23178678120,3/14/2022,Europe,T5,1332,12
5135141496,3/14/2022,Europe,T5,846,14
6295896024,3/14/2022,Europe,T5,1424,8
2650825632,3/14/2022,Europe,T5,2373,11
13974971040,3/14/2022,Europe,T5,752,4
37827587880,3/14/2022,Europe,T5,972,2
4024623792,3/14/2022,Europe,T5,2408,1
126865878240,3/14/2022,Europe,T5,2893,7
59622346416,3/14/2022,Mexico,T5,1248,14
41349843432,3/14/2022,Mexico,T5,1205,9
7412215032,3/14/2022,Mexico,T6,59,4
15214475184,3/14/2022,Mexico,T6,1434,10
4110162168,3/14/2022,Mexico,T6,1216,3
10357179120,3/14/2022,Mexico,T6,2227,12
445959816,3/14/2022,Mexico,T6,1545,9
488050128,3/14/2022,Mexico,T6,114,4
16292900568,3/14/2022,Mexico,T6,500,12
15134984976,3/14/2022,Mexico,T6,2839,4
13515927432,3/14/2022,Mexico,T6,2516,12
25659044160,3/14/2022,Mexico,T6,555,9
21283379760,3/14/2022,Mexico,T6,2989,12
3581996640,3/14/2022,Mexico,T6,428,2
9125327760,3/14/2022,Mexico,T6,1477,7
140823075072,3/14/2022,Mexico,T6,712,8
6255657192,3/14/2022,CANADA,T6,135,12
11621986824,3/14/2022,CANADA,T6,887,10
217857480,3/14/2022,CANADA,T6,2649,14
6805670184,3/14/2022,CANADA,T6,2686,15
24988314672,3/14/2022,CANADA,T6,2614,7
2975204928,3/14/2022,CANADA,T6,1943,11
3311433696,3/14/2022,CANADA,T6,1953,4
7320628488,3/14/2022,CANADA,T6,1156,15
11509910568,3/14/2022,CANADA,T6,348,1
1868019888,3/14/2022,CANADA,T6,2473,8
15769302024,3/14/2022,CANADA,T6,175,8
9149767296,3/14/2022,CANADA,T8,2427,15
11170842864,3/14/2022,CANADA,T8,84,13
4724606664,3/15/2022,USA,T1,1944,2
1710767520,3/15/2022,USA,T1,619,3
6134323536,3/15/2022,USA,T1,1250,3
2232761448,3/15/2022,USA,T1,2730,5
330886877904,3/15/2022,USA,T1,123,5
33596092056,3/15/2022,USA,T1,832,13
2408281752,3/15/2022,USA,T1,859,6
11339821272,3/15/2022,USA,T1,1780,6
4832733096,3/15/2022,USA,T1,740,12
1862095152,3/15/2022,USA,T1,112,2
4784100888,3/15/2022,USA,T1,2386,12
113680872,3/15/2022,USA,t2,1981,15
5798958792,3/15/2022,USA,t2,759,7
2252016840,3/15/2022,USA,t2,444,2
4246431096,3/15/2022,USA,t2,2891,3
8737257552,3/15/2022,USA,t2,2739,14
1001897544,3/15/2022,USA,t2,2006,8
732568920,3/15/2022,USA,t2,2199,6
62867373696,3/15/2022,ASIA,T3,2643,9
3950317728,3/15/2022,ASIA,T3,2996,12
10912252824,3/15/2022,ASIA,T4,2211,15
11695552296,3/15/2022,Europe,T5,2127,14
2234119200,3/15/2022,Europe,T5,2470,11
12599938560,3/15/2022,Europe,T5,2587,14
23505155760,3/15/2022,Europe,T5,2195,6
5119342200,3/15/2022,Europe,T5,1515,3
1233085680,3/15/2022,Europe,T5,1012,11
5121563976,3/15/2022,Europe,T5,2238,5
10237203216,3/15/2022,Europe,T5,1306,6
27828114696,3/15/2022,Europe,T5,2056,1
5554316568,3/15/2022,Europe,T5,1081,5
70418820024,3/15/2022,Europe,T5,2721,7
15129800832,3/15/2022,Mexico,T5,901,2
33159883368,3/15/2022,Mexico,T5,1588,13
13406936976,3/15/2022,Mexico,T6,2013,3
11964263760,3/15/2022,Mexico,T6,1301,7
787619592,3/15/2022,Mexico,T6,1575,5
9045837552,3/15/2022,Mexico,T6,353,7
3599030256,3/15/2022,Mexico,T6,2137,11
975729960,3/15/2022,Mexico,T6,883,7
17738165856,3/15/2022,Mexico,T6,248,5
17285293848,3/15/2022,Mexico,T6,2069,4
7392836208,3/15/2022,Mexico,T6,1463,12
36382692888,3/15/2022,Mexico,T6,626,8
25959724512,3/15/2022,Mexico,T6,1698,4
3608904816,3/15/2022,Mexico,T6,316,14
1101630600,3/15/2022,Mexico,T6,2589,13
104234867904,3/15/2022,Mexico,T6,1888,14
2117352528,3/15/2022,CANADA,T6,1386,3
8538038304,3/15/2022,CANADA,T6,2546,15
19327846584,3/15/2022,CANADA,T6,887,5
2773270176,3/15/2022,CANADA,T6,91,8
18606263112,3/15/2022,CANADA,T6,168,4
7326800088,3/15/2022,CANADA,T6,1444,7
11783929608,3/15/2022,CANADA,T6,1663,10
3868605744,3/15/2022,CANADA,T6,1506,15
85538376,3/15/2022,CANADA,T6,1816,12
8706276120,3/15/2022,CANADA,T6,1305,11
4379490792,3/15/2022,CANADA,T8,1910,14
4982332680,3/15/2022,CANADA,T8,1856,10
5893754568,3/16/2022,USA,T1,1169,3
1774581864,3/16/2022,USA,T1,2753,14
2424451344,3/16/2022,USA,T1,171,4
2268186432,3/16/2022,USA,T1,1394,12
278278554888,3/16/2022,USA,T1,934,3
23586374016,3/16/2022,USA,T1,1593,2
1195068624,3/16/2022,USA,T1,1771,13
7481830680,3/16/2022,USA,T1,338,15
6311325024,3/16/2022,USA,T1,781,5
2265100632,3/16/2022,USA,T1,2911,4
3404871720,3/16/2022,USA,T1,465,11
3015567192,3/16/2022,USA,t2,419,15
719855424,3/16/2022,USA,t2,2293,11
1230863904,3/16/2022,USA,t2,411,3
4544519376,3/16/2022,USA,t2,2576,9
6105563880,3/16/2022,USA,t2,1178,5
2088839736,3/16/2022,USA,t2,2151,7
274512768,3/16/2022,USA,t2,1226,13
75471015216,3/16/2022,ASIA,T3,503,4
8460399576,3/16/2022,ASIA,T3,2081,10
10798078224,3/16/2022,ASIA,T4,345,4
10328542896,3/16/2022,Europe,T5,776,4
11004456528,3/16/2022,Europe,T5,314,5
10352241840,3/16/2022,Europe,T5,1625,13
16058750064,3/16/2022,Europe,T5,1918,9
2686497480,3/16/2022,Europe,T5,1009,7
3159365472,3/16/2022,Europe,T5,395,14
2788946040,3/16/2022,Europe,T5,111,4
7215587856,3/16/2022,Europe,T5,515,7
31371106824,3/16/2022,Europe,T5,1327,12
2460987216,3/16/2022,Europe,T5,1512,14
117832383888,3/16/2022,Europe,T5,2876,2
19482013152,3/16/2022,Mexico,T5,2956,5
58766222064,3/16/2022,Mexico,T5,2690,3
7491334944,3/16/2022,Mexico,T6,513,6
9692497800,3/16/2022,Mexico,T6,895,11
3751715640,3/16/2022,Mexico,T6,1855,13
12540567768,3/16/2022,Mexico,T6,2686,15
1107185040,3/16/2022,Mexico,T6,1821,7
1054109280,3/16/2022,Mexico,T6,351,2
18536647464,3/16/2022,Mexico,T6,2598,8
18519243552,3/16/2022,Mexico,T6,462,3
11103202128,3/16/2022,Mexico,T6,1238,6
21470996400,3/16/2022,Mexico,T6,467,15
27556564296,3/16/2022,Mexico,T6,475,10
4371591144,3/16/2022,Mexico,T6,267,5
1468840800,3/16/2022,Mexico,T6,2571,9
90463559664,3/16/2022,Mexico,T6,1754,1
13886593728,3/16/2022,CANADA,T6,654,11
11109867456,3/16/2022,CANADA,T6,1646,1
4963200720,3/16/2022,CANADA,T6,1881,5
3213305256,3/16/2022,CANADA,T6,1932,2
21554559864,3/16/2022,CANADA,T6,2335,3
4305061296,3/16/2022,CANADA,T6,1580,2
2362611912,3/16/2022,CANADA,T6,1425,15
10622311056,3/16/2022,CANADA,T6,302,14
3064322832,3/16/2022,CANADA,T6,2760,1
12725962632,3/16/2022,CANADA,T6,2188,11
20944805784,3/16/2022,CANADA,T8,2888,13
4745590104,3/16/2022,CANADA,T8,2798,11
8659742256,3/17/2022,USA,T1,730,14
3022355952,3/17/2022,USA,T1,2022,11
8196872256,3/17/2022,USA,T1,2457,14
4289138568,3/17/2022,USA,T1,1314,2
279385616496,3/17/2022,USA,T1,1015,7
18039463368,3/17/2022,USA,T1,556,11
1297270320,3/17/2022,USA,T1,2076,7
7019577840,3/17/2022,USA,T1,336,9
10799189112,3/17/2022,USA,T1,2978,3
1014487608,3/17/2022,USA,T1,2097,14
8989058832,3/17/2022,USA,T1,1395,2
11283783144,3/17/2022,USA,t2,1985,15
1755696768,3/17/2022,USA,t2,233,1
1571165928,3/17/2022,USA,t2,2893,11
9994412472,3/17/2022,USA,t2,2135,4
3924273576,3/17/2022,USA,t2,1942,4
3390800472,3/17/2022,USA,t2,740,14
50698459680,3/17/2022,ASIA,T3,2973,12
3948466248,3/17/2022,ASIA,T3,1243,15
11387959752,3/17/2022,ASIA,T4,1960,1
19086907320,3/17/2022,Europe,T5,2309,11
12960236568,3/17/2022,Europe,T5,878,5
12344681184,3/17/2022,Europe,T5,2759,4
27778001304,3/17/2022,Europe,T5,2472,8
13779825048,3/17/2022,Europe,T5,1604,7
5028989976,3/17/2022,Europe,T5,1243,14
4660422024,3/17/2022,Europe,T5,789,15
5621340144,3/17/2022,Europe,T5,309,8
41013244368,3/17/2022,Europe,T5,2173,10
5573942256,3/17/2022,Europe,T5,1732,3
70636924368,3/17/2022,Europe,T5,537,8
19719126024,3/17/2022,Mexico,T5,2605,5
81333294624,3/17/2022,Mexico,T5,1396,15
7615507536,3/17/2022,Mexico,T6,2388,1
11474855880,3/17/2022,Mexico,T6,2971,10
746393304,3/17/2022,Mexico,T6,2848,9
8151325848,3/17/2022,Mexico,T6,2717,15
1859626512,3/17/2022,Mexico,T6,362,7
757255320,3/17/2022,Mexico,T6,2215,7
14368842552,3/17/2022,Mexico,T6,929,5
5599986408,3/17/2022,Mexico,T6,1102,9
19209598728,3/17/2022,Mexico,T6,288,9
32773170912,3/17/2022,Mexico,T6,1924,15
24429044280,3/17/2022,Mexico,T6,2607,3
2968169304,3/17/2022,Mexico,T6,1560,15
1061762064,3/17/2022,Mexico,T6,1891,3
60711386952,3/17/2022,Mexico,T6,881,13
13148223504,3/17/2022,CANADA,T6,534,7
9655468200,3/17/2022,CANADA,T6,2395,10
4281238920,3/17/2022,CANADA,T6,2444,12
5150570496,3/17/2022,CANADA,T6,678,3
25364905704,3/17/2022,CANADA,T6,499,13
2815483920,3/17/2022,CANADA,T6,2533,12
3366360936,3/17/2022,CANADA,T6,2559,2
5400150000,3/17/2022,CANADA,T6,2290,10
7160290320,3/17/2022,CANADA,T6,1097,7
658386288,3/17/2022,CANADA,T6,182,4
9751868592,3/17/2022,CANADA,T6,1616,10
13670834592,3/17/2022,CANADA,T8,2496,13
2346936048,3/17/2022,CANADA,T8,159,15
3675558096,3/18/2022,USA,T1,1002,15
4154103960,3/18/2022,USA,T1,2491,9
10065262440,3/18/2022,USA,T1,2652,11
4044990072,3/18/2022,USA,T1,2962,7
308086395432,3/18/2022,USA,T1,1168,13
23334943032,3/18/2022,USA,T1,2215,10
1976640048,3/18/2022,USA,T1,873,14
12813229056,3/18/2022,USA,T1,495,4
19421161176,3/18/2022,USA,T1,2110,9
24264632856,3/18/2022,USA,T1,627,4
4237914288,3/18/2022,USA,t2,2559,12
6219368184,3/18/2022,USA,t2,2010,6
1094841840,3/18/2022,USA,t2,2044,8
6801103200,3/18/2022,USA,t2,1763,10
11011121856,3/18/2022,USA,t2,469,2
8404608312,3/18/2022,USA,t2,712,3
2238809616,3/18/2022,USA,t2,1372,6
53962372056,3/18/2022,ASIA,T3,1204,14
9314178720,3/18/2022,ASIA,T3,2973,4
19236877200,3/18/2022,ASIA,T4,803,2
9860612184,3/18/2022,Europe,T5,1631,5
14130495360,3/18/2022,Europe,T5,1857,8
16340792184,3/18/2022,Europe,T5,712,11
24346962000,3/18/2022,Europe,T5,1134,5
2799437760,3/18/2022,Europe,T5,2648,4
8234148720,3/18/2022,Europe,T5,2619,10
6754816200,3/18/2022,Europe,T5,1810,2
5098482192,3/18/2022,Europe,T5,498,13
30664828920,3/18/2022,Europe,T5,1479,13
11609643624,3/18/2022,Europe,T5,367,10
74919767904,3/18/2022,Europe,T5,625,3
24831432600,3/18/2022,Mexico,T5,1246,7
88521974304,3/18/2022,Mexico,T5,2639,4
9303687000,3/18/2022,Mexico,T6,1935,4
3836266560,3/18/2022,Mexico,T6,1934,7
3491891280,3/18/2022,Mexico,T6,306,14
11423508168,3/18/2022,Mexico,T6,466,7
703315536,3/18/2022,Mexico,T6,847,6
1869871368,3/18/2022,Mexico,T6,2805,5
26577625104,3/18/2022,Mexico,T6,122,13
12818906928,3/18/2022,Mexico,T6,2525,1
11500900032,3/18/2022,Mexico,T6,1001,10
33951452784,3/18/2022,Mexico,T6,1118,1
30257873616,3/18/2022,Mexico,T6,1403,13
10180054200,3/18/2022,Mexico,T6,1305,4
9295540488,3/18/2022,Mexico,T6,1531,8
82014515832,3/18/2022,Mexico,T6,1723,2
38431417224,3/18/2022,CANADA,T6,1641,13
9234688512,3/18/2022,CANADA,T6,2087,14
8485209408,3/18/2022,CANADA,T6,1632,13
2742041880,3/18/2022,CANADA,T6,660,8
37540731912,3/18/2022,CANADA,T6,2760,11
1211608512,3/18/2022,CANADA,T6,2566,7
5018374824,3/18/2022,CANADA,T6,497,4
7412708760,3/18/2022,CANADA,T6,2298,15
11033709912,3/18/2022,CANADA,T6,577,6
400166544,3/18/2022,CANADA,T6,1889,12
11617419840,3/18/2022,CANADA,T6,2833,5
15221757672,3/18/2022,CANADA,T8,111,2
4961102376,3/18/2022,CANADA,T8,2638,14
8385229488,3/19/2022,USA,T1,2788,14
5568017520,3/19/2022,USA,T1,2408,1
19903039704,3/19/2022,USA,T1,726,6
595065672,3/19/2022,USA,T1,1930,9
360014237832,3/19/2022,USA,T1,966,11
24435956472,3/19/2022,USA,T1,2462,8
1026090216,3/19/2022,USA,T1,1989,2
15549346200,3/19/2022,USA,T1,2130,3
20495636736,3/19/2022,USA,T1,699,2
3346488384,3/19/2022,USA,T1,457,15
6235044048,3/19/2022,USA,T1,1404,3
2890530576,3/19/2022,USA,t2,915,13
1938129264,3/19/2022,USA,t2,2754,4
1157792160,3/19/2022,USA,t2,1544,9
19613591664,3/19/2022,USA,t2,582,4
18150799032,3/19/2022,USA,t2,438,6
3770230440,3/19/2022,USA,t2,1860,9
3236757336,3/19/2022,USA,t2,317,13
80010720744,3/19/2022,ASIA,T3,514,12
3584959008,3/19/2022,ASIA,T3,1230,15
7613409192,3/19/2022,ASIA,T4,2819,14
18840413616,3/19/2022,Europe,T5,339,15
14662734144,3/19/2022,Europe,T5,1463,11
14306139096,3/19/2022,Europe,T5,344,3
23380242576,3/19/2022,Europe,T5,492,5
25282576560,3/19/2022,Europe,T5,366,11
2433955608,3/19/2022,Europe,T5,2353,15
3923903280,3/19/2022,Europe,T5,1230,6
16077882024,3/19/2022,Europe,T5,1562,5
55528724136,3/19/2022,Europe,T5,1896,9
2062054992,3/19/2022,Europe,T5,1688,6
